"annee" "code_region" "nom_region" "code_categorie_consommation" "code_grand_secteur" "conso_totale_(mwh)" "conso_moyenne_(mwh)"
"2018" "11" "Île-De-France" "ENT" "TERTIAIRE" 977970.154017254 295.191715670768
"2018" "11" "Île-De-France" "ENT" "TERTIAIRE" 69425.3626008202 135.068798834281
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "INDUSTRIE" 267446.214272585 1601.47433696159
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "INDUSTRIE" 334306.5933643 4027.79028149759
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "INDUSTRIE" 1353048.50228548 540.570716054925
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "INDUSTRIE" 382591.502635224 719.156959840646
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "TERTIAIRE" 449528.232091443 410.153496433798
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "TERTIAIRE" 32518.1471031019 194.719443731149
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "TERTIAIRE" 109815.893714124 831.938588743364
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "TERTIAIRE" 15200.7676196682 68.4719262147215
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "TERTIAIRE" 9248.48172319858 121.690548989455
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "TERTIAIRE" 27073.1717819395 111.412229555306
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "TERTIAIRE" 4849.89356405237 179.625687557495
"2018" "84" "Auvergne-Rhône-Alpes" "ENT" "TERTIAIRE" 1441460.41295406 146.89293925956
